SITE	lon_bio	lat_bio	bio1	bio12	NPP
190899	1.34	7.8	268	1171	1621
190900	1.79	7.8	272	1069	1525
190901	2.24	7.8	272	1173	1623
190902	2.7	7.8	273	1140	1593
190903	3.15	7.8	267	1139	1592
190904	3.6	7.8	266	1165	1616
190905	4.06	7.8	263	1208	1655
190907	4.96	7.8	255	1286	1723
190908	5.42	7.8	246	1298	1733
190909	5.87	7.8	246	1264	1704
190910	6.32	7.8	260	1194	1642
190911	6.78	7.8	274	1177	1627
190912	7.23	7.8	264	1260	1701
190913	7.68	7.8	262	1318	1750
190914	8.14	7.8	273	1322	1753
190915	8.59	7.8	271	1309	1742
190916	9.04	7.8	272	1280	1718
190917	9.5	7.8	270	1238	1681
190918	9.95	7.8	270	1229	1673
190919	10.4	7.8	272	1259	1700
190920	10.86	7.8	269	1300	1735
190921	11.31	7.8	267	1334	1763
190922	11.76	7.8	257	1387	1806
190923	12.22	7.8	258	1409	1823
190924	12.67	7.8	242	1473	1872
190925	13.12	7.8	251	1460	1862
190926	13.58	7.8	249	1440	1847
190927	14.03	7.8	227	1441	1848
190928	14.48	7.8	243	1371	1793
190929	14.94	7.8	258	1299	1734
190930	15.39	7.8	259	1278	1716
190931	15.85	7.8	263	1230	1674
190932	16.3	7.8	267	1178	1628
190933	16.75	7.8	265	1202	1649
190934	17.21	7.8	266	1177	1627
190935	17.66	7.8	264	1187	1636
190936	18.11	7.8	259	1208	1655
190937	18.57	7.8	255	1207	1654
190938	19.02	7.8	253	1202	1649
190939	19.47	7.8	253	1203	1650
190940	19.93	7.8	255	1220	1666
190941	20.38	7.8	259	1233	1677
190942	20.83	7.8	258	1250	1692
190943	21.29	7.8	247	1287	1724
190944	21.74	7.8	251	1276	1714
190945	22.19	7.8	247	1275	1713
190946	22.65	7.8	248	1257	1698
190947	23.1	7.8	247	1239	1682
190948	23.55	7.8	246	1231	1675
190949	24.01	7.8	242	1240	1683
190950	24.46	7.8	248	1226	1671
190951	24.91	7.8	249	1240	1683
190952	25.37	7.8	248	1266	1706
190953	25.82	7.8	254	1265	1705
190954	26.27	7.8	261	1240	1683
190955	26.73	7.8	260	1193	1641
190956	27.18	7.8	269	1122	1576
190957	27.63	7.8	272	1093	1548
190958	28.09	7.8	275	1070	1526
190959	28.54	7.8	276	1013	1469
190960	28.99	7.8	275	978	1433
190961	29.45	7.8	274	935	1388
190962	29.9	7.8	274	897	1346
190963	30.35	7.8	273	856	1301
190964	30.81	7.8	273	824	1264
190965	31.26	7.8	273	822	1262
190966	31.71	7.8	275	838	1280
190967	32.17	7.8	277	872	1319
190968	32.62	7.8	278	918	1369
190969	33.07	7.8	279	982	1437
190970	33.53	7.8	274	1019	1475
190971	33.98	7.8	269	1096	1551
190972	34.43	7.8	260	1349	1775
190973	34.89	7.8	215	1427	1837
190974	35.34	7.8	172	1910	2026
190975	35.79	7.8	170	1984	2010
190976	36.25	7.8	173	1924	2033
190977	36.7	7.8	194	1761	2068
190978	37.15	7.8	186	1583	1951
190979	37.61	7.8	216	1143	1596
190981	38.51	7.8	189	855	1300
190982	38.97	7.8	161	882	1330
190983	39.42	7.8	102	1172	1424
190984	39.87	7.8	156	1220	1666
190985	40.33	7.8	217	848	1292
190986	40.78	7.8	227	749	1176
190987	41.23	7.8	225	706	1123
190988	41.69	7.8	239	536	898
190989	42.14	7.8	251	420	730
190990	42.59	7.8	255	375	661
190991	43.05	7.8	251	377	664
190992	43.5	7.8	255	353	627
190993	43.95	7.8	258	321	576
190994	44.41	7.8	244	339	605
190995	44.86	7.8	253	279	507
190996	45.31	7.8	255	241	444
190997	45.77	7.8	255	211	392
190998	46.22	7.8	251	193	361
190999	46.67	7.8	252	168	317
191000	47.13	7.8	252	152	288
191001	47.58	7.8	252	146	277
191002	48.03	7.8	248	152	288
191003	48.49	7.8	248	158	299
191004	48.94	7.8	250	165	311
191674	-7.9	7.35	242	1881	2140
191678	-6.09	7.35	265	1217	1663
191679	-5.63	7.35	268	1172	1622
191680	-5.18	7.35	268	1064	1520
191681	-4.73	7.35	269	1073	1529
191682	-4.28	7.35	273	1073	1529
191683	-3.82	7.35	266	1096	1551
191689	-1.11	7.35	268	1242	1685
191690	-0.65	7.35	268	1292	1728
191692	0.24	7.35	277	1384	1803
191693	0.7	7.35	221	1706	2034
191694	1.15	7.35	270	1250	1692
191695	1.6	7.35	269	963	1417
191696	2.05	7.35	271	1096	1551
191697	2.51	7.35	276	1071	1527
191699	3.41	7.35	273	1217	1663
191700	3.87	7.35	268	1304	1738
191704	5.68	7.35	255	1337	1765
191706	6.58	7.35	265	1258	1699
191707	7.04	7.35	262	1303	1737
191708	7.49	7.35	254	1385	1804
191709	7.94	7.35	262	1423	1834
191710	8.39	7.35	268	1440	1847
191711	8.85	7.35	268	1449	1854
191712	9.3	7.35	271	1447	1852
191713	9.75	7.35	267	1452	1856
191714	10.21	7.35	270	1443	1849
191715	10.66	7.35	250	1511	1900
191716	11.11	7.35	229	1579	1949
191717	11.56	7.35	249	1528	1912
191718	12.02	7.35	232	1583	1951
191719	12.47	7.35	234	1564	1938
191720	12.92	7.35	227	1543	1923
191721	13.38	7.35	222	1517	1904
191722	13.83	7.35	220	1522	1908
191723	14.28	7.35	224	1493	1887
191724	14.74	7.35	234	1434	1842
191725	15.19	7.35	240	1374	1795
191726	15.64	7.35	246	1309	1742
191727	16.09	7.35	253	1248	1690
191728	16.55	7.35	259	1245	1688
191729	17	7.35	261	1258	1699
191730	17.45	7.35	263	1271	1710
191731	17.91	7.35	258	1300	1735
191732	18.36	7.35	252	1316	1748
191733	18.81	7.35	247	1277	1715
191734	19.26	7.35	242	1267	1707
191735	19.72	7.35	246	1268	1707
191736	20.17	7.35	248	1283	1720
191737	20.62	7.35	251	1294	1730
191738	21.08	7.35	252	1307	1740
191739	21.53	7.35	248	1341	1769
191740	21.98	7.35	248	1353	1778
191741	22.43	7.35	245	1358	1782
191742	22.89	7.35	248	1333	1762
191743	23.34	7.35	242	1342	1769
191744	23.79	7.35	242	1338	1766
191745	24.25	7.35	245	1328	1758
191746	24.7	7.35	249	1324	1755
191747	25.15	7.35	247	1343	1770
191748	25.6	7.35	248	1357	1782
191749	26.06	7.35	254	1346	1773
191750	26.51	7.35	260	1297	1732
191751	26.96	7.35	264	1236	1680
191752	27.42	7.35	268	1188	1637
191753	27.87	7.35	271	1153	1605
191754	28.32	7.35	271	1106	1561
191755	28.77	7.35	272	1038	1494
191756	29.23	7.35	273	978	1433
191757	29.68	7.35	273	923	1375
191758	30.13	7.35	271	870	1316
191759	30.59	7.35	269	821	1261
191760	31.04	7.35	270	816	1255
191761	31.49	7.35	272	834	1276
191762	31.94	7.35	275	869	1315
191763	32.4	7.35	277	913	1364
191764	32.85	7.35	278	969	1424
191765	33.3	7.35	276	1024	1480
191766	33.76	7.35	270	1098	1553
191767	34.21	7.35	261	1217	1663
191768	34.66	7.35	255	1263	1703
191769	35.11	7.35	233	1320	1751
191770	35.57	7.35	182	1782	2081
191771	36.02	7.35	188	1825	2107
191772	36.47	7.35	168	1848	1994
191773	36.93	7.35	197	1506	1896
191774	37.38	7.35	235	1139	1592
191776	38.29	7.35	188	944	1397
191777	38.74	7.35	170	930	1382
191778	39.19	7.35	93	1188	1344
191779	39.64	7.35	161	1030	1486
191780	40.1	7.35	155	1157	1609
191781	40.55	7.35	177	1152	1604
191782	41	7.35	206	882	1330
191783	41.46	7.35	247	512	865
191784	41.91	7.35	263	379	667
191785	42.36	7.35	273	311	560
191786	42.81	7.35	254	375	661
191787	43.27	7.35	257	360	638
191788	43.72	7.35	244	398	697
191789	44.17	7.35	253	357	633
191790	44.63	7.35	247	350	622
191791	45.08	7.35	255	295	534
191792	45.53	7.35	258	248	455
191793	45.98	7.35	261	210	390
191794	46.44	7.35	262	180	338
191795	46.89	7.35	264	159	301
191796	47.34	7.35	264	149	283
191797	47.8	7.35	260	152	288
192468	-8.52	6.9	254	1963	2185
192476	-4.9	6.9	267	1072	1528
192477	-4.45	6.9	273	1094	1549
192482	-2.19	6.9	261	1290	1726
192483	-1.73	6.9	259	1353	1778
192485	-0.83	6.9	271	1342	1769
192486	-0.38	6.9	270	1350	1776
192490	1.42	6.9	271	1040	1496
192491	1.88	6.9	273	1035	1491
192493	2.78	6.9	271	1196	1644
192497	4.59	6.9	266	1630	1984
192498	5.04	6.9	259	1655	2000
192499	5.5	6.9	264	1585	1953
192501	6.4	6.9	269	1468	1868
192502	6.85	6.9	274	1417	1829
192503	7.31	6.9	257	1519	1906
192504	7.76	6.9	266	1565	1939
192505	8.21	6.9	272	1623	1979
192506	8.66	6.9	270	1677	2015
192507	9.11	6.9	267	1712	2037
192508	9.57	6.9	268	1720	2043
192509	10.02	6.9	250	1745	2058
192510	10.47	6.9	240	1736	2053
192511	10.92	6.9	225	1722	2044
192512	11.38	6.9	202	1732	2050
192513	11.83	6.9	229	1711	2037
192514	12.28	6.9	229	1669	2010
192515	12.73	6.9	228	1625	1980
192516	13.19	6.9	225	1580	1949
192517	13.64	6.9	222	1565	1939
192518	14.09	6.9	221	1561	1936
192519	14.54	6.9	235	1498	1890
192520	15	6.9	222	1469	1869
192521	15.45	6.9	224	1421	1832
192522	15.9	6.9	242	1332	1761
192523	16.35	6.9	251	1295	1730
192524	16.81	6.9	253	1320	1751
192525	17.26	6.9	260	1346	1773
192526	17.71	6.9	259	1362	1786
192527	18.16	6.9	256	1356	1781
192528	18.62	6.9	248	1337	1765
192529	19.07	6.9	237	1322	1753
192530	19.52	6.9	238	1319	1750
192531	19.97	6.9	239	1337	1765
192532	20.43	6.9	248	1327	1757
192533	20.88	6.9	247	1350	1776
192534	21.33	6.9	249	1375	1796
192535	21.78	6.9	248	1424	1835
192536	22.24	6.9	249	1437	1845
192537	22.69	6.9	244	1432	1841
192538	23.14	6.9	243	1422	1833
192539	23.59	6.9	241	1435	1843
192540	24.05	6.9	246	1412	1825
192541	24.5	6.9	247	1414	1827
192542	24.95	6.9	248	1411	1824
192543	25.4	6.9	251	1402	1817
192544	25.86	6.9	251	1402	1817
192545	26.31	6.9	256	1366	1789
192546	26.76	6.9	259	1321	1752
192547	27.21	6.9	267	1255	1696
192548	27.66	6.9	267	1220	1666
192549	28.12	6.9	267	1180	1630
192550	28.57	6.9	269	1115	1569
192551	29.02	6.9	270	1049	1505
192552	29.47	6.9	272	976	1431
192553	29.93	6.9	271	915	1366
192554	30.38	6.9	269	861	1306
192555	30.83	6.9	268	825	1265
192556	31.28	6.9	271	841	1284
192557	31.74	6.9	273	863	1309
192558	32.19	6.9	276	896	1345
192559	32.64	6.9	277	937	1390
192560	33.09	6.9	277	981	1436
192561	33.55	6.9	273	1016	1472
192562	34	6.9	267	1066	1522
192563	34.45	6.9	261	1101	1556
192564	34.9	6.9	227	1249	1691
192565	35.36	6.9	223	1298	1733
192566	35.81	6.9	174	1844	2041
192567	36.26	6.9	232	1564	1938
192568	36.71	6.9	234	1397	1814
192569	37.17	6.9	179	1560	1935
192570	37.62	6.9	206	1352	1778
192571	38.07	6.9	202	1156	1608
192572	38.52	6.9	171	1287	1724
192573	38.98	6.9	141	986	1441
192574	39.43	6.9	119	1006	1462
192575	39.88	6.9	70	1254	1145
192576	40.33	6.9	159	1018	1474
192577	40.79	6.9	210	845	1288
192578	41.24	6.9	235	616	1007
192579	41.69	6.9	264	400	700
192580	42.14	6.9	281	308	555
192581	42.6	6.9	261	371	655
192582	43.05	6.9	272	331	592
192583	43.5	6.9	270	346	616
192584	43.95	6.9	255	390	684
192585	44.41	6.9	259	380	669
192586	44.86	6.9	257	347	617
192587	45.31	6.9	262	287	521
192588	45.76	6.9	265	237	437
192589	46.21	6.9	268	200	373
192590	46.67	6.9	270	172	324
192591	47.12	6.9	271	160	302
192592	47.57	6.9	270	153	290
192593	48.02	6.9	269	145	275
193265	-8.23	6.45	258	1825	2107
193266	-7.77	6.45	260	1748	2060
193267	-7.32	6.45	260	1594	1959
193268	-6.87	6.45	257	1460	1862
193269	-6.42	6.45	259	1376	1797
193270	-5.97	6.45	259	1321	1752
193271	-5.51	6.45	263	1275	1713
193272	-5.06	6.45	267	1133	1586
193274	-4.16	6.45	270	1247	1689
193275	-3.71	6.45	266	1344	1771
193276	-3.25	6.45	265	1423	1834
193277	-2.8	6.45	262	1475	1873
193278	-2.35	6.45	248	1498	1890
193279	-1.9	6.45	257	1422	1833
193280	-1.45	6.45	250	1595	1960
193281	-0.99	6.45	262	1595	1960
193282	-0.54	6.45	258	1570	1942
193285	0.8	6.45	269	1131	1584
193286	1.26	6.45	267	987	1442
193287	1.71	6.45	274	937	1390
193288	2.16	6.45	273	1105	1560
193289	2.61	6.45	273	1340	1768
193290	3.07	6.45	271	1492	1886
193292	3.97	6.45	274	1781	2081
193293	4.42	6.45	272	1886	2142
193294	4.87	6.45	270	1965	2186
193295	5.33	6.45	264	1972	2190
193299	7.13	6.45	272	1688	2022
193300	7.59	6.45	268	1741	2056
193301	8.04	6.45	275	1844	2118
193302	8.49	6.45	276	1929	2167
193303	8.94	6.45	264	2032	2222
193306	10.3	6.45	225	1977	2193
193307	10.75	6.45	177	1863	2064
193308	11.2	6.45	243	1763	2069
193309	11.65	6.45	225	1748	2060
193310	12.11	6.45	235	1695	2027
193311	12.56	6.45	233	1677	2015
193312	13.01	6.45	233	1615	1973
193313	13.46	6.45	230	1585	1953
193314	13.91	6.45	227	1580	1949
193315	14.37	6.45	231	1566	1939
193316	14.82	6.45	225	1506	1896
193317	15.27	6.45	224	1456	1859
193318	15.72	6.45	233	1401	1817
193319	16.17	6.45	239	1351	1777
193320	16.63	6.45	250	1347	1773
193321	17.08	6.45	256	1389	1807
193322	17.53	6.45	260	1423	1834
193323	17.98	6.45	260	1391	1809
193324	18.43	6.45	256	1360	1784
193325	18.89	6.45	245	1366	1789
193326	19.34	6.45	238	1372	1794
193327	19.79	6.45	235	1394	1811
193328	20.24	6.45	240	1392	1810
193329	20.69	6.45	244	1389	1807
193330	21.15	6.45	246	1390	1808
193331	21.6	6.45	248	1447	1852
193332	22.05	6.45	249	1508	1898
193333	22.5	6.45	243	1517	1904
193334	22.95	6.45	243	1500	1892
193335	23.41	6.45	240	1527	1912
193336	23.86	6.45	241	1523	1909
193337	24.31	6.45	247	1494	1888
193338	24.76	6.45	248	1478	1876
193339	25.21	6.45	250	1460	1862
193340	25.67	6.45	251	1444	1850
193341	26.12	6.45	252	1422	1833
193342	26.57	6.45	257	1376	1797
193343	27.02	6.45	260	1331	1760
193344	27.47	6.45	259	1306	1740
193345	27.93	6.45	266	1234	1678
193346	28.38	6.45	266	1189	1638
193347	28.83	6.45	264	1146	1598
193348	29.28	6.45	268	1071	1527
193349	29.73	6.45	268	1009	1465
193350	30.19	6.45	269	942	1395
193351	30.64	6.45	268	904	1354
193352	31.09	6.45	270	881	1329
193353	31.54	6.45	273	878	1325
193354	31.99	6.45	275	887	1335
193355	32.45	6.45	276	902	1352
193356	32.9	6.45	276	918	1369
193357	33.35	6.45	275	930	1382
193358	33.8	6.45	271	935	1388
193359	34.25	6.45	264	962	1416
193360	34.71	6.45	255	1000	1456
193361	35.16	6.45	250	1037	1493
193362	35.61	6.45	202	1503	1894
193363	36.06	6.45	262	1012	1468
193364	36.51	6.45	221	1499	1891
193365	36.97	6.45	202	1477	1875
193366	37.42	6.45	214	1165	1616
193368	38.32	6.45	202	1192	1640
193369	38.77	6.45	188	1228	1673
193370	39.23	6.45	175	1117	1571
193371	39.68	6.45	204	915	1366
193372	40.13	6.45	230	675	1084
193373	40.58	6.45	228	665	1071
193374	41.04	6.45	236	593	976
193375	41.49	6.45	255	458	787
193376	41.94	6.45	277	340	606
193377	42.39	6.45	284	309	556
193378	42.84	6.45	281	321	576
193379	43.3	6.45	281	330	590
193380	43.75	6.45	275	358	635
193381	44.2	6.45	264	395	692
193382	44.65	6.45	264	372	657
193383	45.1	6.45	264	319	573
193384	45.56	6.45	266	268	489
193385	46.01	6.45	270	223	413
193386	46.46	6.45	272	193	361
193387	46.91	6.45	272	171	322
193388	47.36	6.45	274	152	288
193389	47.82	6.45	271	148	281
193391	48.72	6.45	272	151	286
194064	-7.47	6	260	1757	2066
194065	-7.02	6	258	1589	1956
194066	-6.57	6	258	1474	1873
194067	-6.11	6	260	1413	1826
194068	-5.66	6	259	1358	1782
194069	-5.21	6	263	1364	1787
194070	-4.76	6	269	1264	1704
194071	-4.31	6	267	1358	1782
194072	-3.86	6	266	1462	1864
194073	-3.4	6	267	1558	1934
194074	-2.95	6	266	1639	1990
194075	-2.5	6	263	1586	1953
194076	-2.05	6	260	1470	1870
194077	-1.6	6	257	1528	1912
194078	-1.15	6	264	1592	1958
194079	-0.69	6	251	1653	1999
194081	0.2	6	271	1027	1483
194082	0.65	6	270	939	1392
194104	10.59	6	218	1978	2193
194105	11.04	6	243	1830	2110
194106	11.49	6	245	1720	2043
194107	11.94	6	235	1671	2011
194108	12.39	6	233	1640	1990
194109	12.84	6	238	1597	1961
194110	13.3	6	233	1576	1946
194111	13.75	6	233	1563	1937
194112	14.2	6	226	1559	1935
194113	14.65	6	227	1497	1890
194114	15.1	6	244	1410	1824
194115	15.55	6	233	1443	1849
194116	16.01	6	244	1382	1802
194117	16.46	6	240	1391	1809
194118	16.91	6	251	1406	1821
194119	17.36	6	248	1459	1861
194120	17.81	6	251	1454	1858
194121	18.26	6	254	1414	1827
194122	18.72	6	250	1402	1817
194123	19.17	6	248	1397	1814
194124	19.62	6	238	1434	1842
194125	20.07	6	235	1457	1860
194126	20.52	6	250	1435	1843
194127	20.97	6	252	1417	1829
194128	21.43	6	247	1449	1854
194129	21.88	6	245	1510	1899
194130	22.33	6	246	1547	1926
194131	22.78	6	244	1579	1949
194132	23.23	6	245	1581	1950
194133	23.68	6	240	1607	1968
194134	24.14	6	247	1572	1944
194135	24.59	6	249	1540	1921
194136	25.04	6	248	1521	1907
194137	25.49	6	250	1495	1888
194138	25.94	6	252	1459	1861
194139	26.39	6	250	1439	1846
194140	26.85	6	254	1395	1812
194141	27.3	6	257	1357	1782
194142	27.75	6	262	1301	1735
194143	28.2	6	258	1287	1724
194144	28.65	6	261	1224	1669
194145	29.1	6	261	1181	1631
194146	29.55	6	265	1108	1563
194147	30.01	6	266	1048	1504
194148	30.46	6	268	984	1439
194149	30.91	6	271	933	1385
194150	31.36	6	274	905	1355
194151	31.81	6	275	893	1342
194152	32.26	6	276	882	1330
194153	32.72	6	276	877	1324
194154	33.17	6	275	863	1309
194155	33.62	6	273	843	1286
194156	34.07	6	270	828	1269
194157	34.52	6	236	996	1452
194158	34.97	6	234	1015	1471
194159	35.43	6	235	1067	1523
194160	35.88	6	264	865	1311
194161	36.33	6	256	923	1375
194162	36.78	6	177	1598	1962
194163	37.23	6	165	1549	1927
194164	37.68	6	231	761	1190
194165	38.14	6	191	1229	1673
194166	38.59	6	175	1449	1854
194167	39.04	6	210	839	1281
194168	39.49	6	199	915	1366
194169	39.94	6	211	768	1198
194170	40.39	6	251	489	832
194171	40.85	6	248	488	830
194172	41.3	6	257	429	744
194173	41.75	6	271	360	638
194174	42.2	6	240	476	813
194175	42.65	6	279	334	597
194176	43.1	6	289	312	561
194177	43.56	6	287	330	590
194178	44.01	6	269	370	653
194179	44.46	6	276	332	594
194180	44.91	6	269	319	573
194181	45.36	6	270	280	509
194182	45.81	6	273	240	442
194183	46.27	6	273	209	389
194184	46.72	6	274	184	345
194185	47.17	6	274	164	310
194186	47.62	6	272	156	295
194187	48.07	6	270	156	295
194188	48.52	6	269	159	301
194863	-7.16	5.55	258	1768	2073
194864	-6.7	5.55	258	1549	1927
194865	-6.25	5.55	261	1448	1853
194866	-5.8	5.55	257	1488	1883
194867	-5.35	5.55	267	1447	1852
194868	-4.9	5.55	271	1448	1853
194869	-4.45	5.55	267	1576	1946
194870	-4	5.55	262	1669	2010
194871	-3.54	5.55	264	1670	2010
194872	-3.09	5.55	267	1831	2111
194873	-2.64	5.55	265	1809	2097
194874	-2.19	5.55	268	1671	2011
194875	-1.74	5.55	259	1622	1978
194876	-1.29	5.55	258	1489	1884
194877	-0.84	5.55	263	1407	1821
194878	-0.39	5.55	269	944	1397
194902	10.43	5.55	208	1932	2168
194903	10.89	5.55	219	1906	2154
194904	11.34	5.55	243	1706	2034
194905	11.79	5.55	233	1627	1982
194906	12.24	5.55	232	1585	1953
194907	12.69	5.55	242	1551	1929
194908	13.14	5.55	241	1537	1919
194909	13.59	5.55	239	1533	1916
194910	14.05	5.55	237	1541	1922
194911	14.5	5.55	228	1498	1890
194912	14.95	5.55	238	1430	1839
194913	15.4	5.55	237	1424	1835
194914	15.85	5.55	243	1420	1831
194915	16.3	5.55	235	1449	1854
194916	16.75	5.55	240	1458	1861
194917	17.2	5.55	241	1493	1887
194918	17.66	5.55	248	1496	1889
194919	18.11	5.55	251	1473	1872
194920	18.56	5.55	249	1463	1864
194921	19.01	5.55	258	1427	1837
194922	19.46	5.55	245	1488	1883
194923	19.91	5.55	240	1516	1904
194924	20.36	5.55	239	1544	1924
194925	20.81	5.55	244	1527	1912
194926	21.27	5.55	247	1497	1890
194927	21.72	5.55	246	1500	1892
194928	22.17	5.55	244	1555	1932
194929	22.62	5.55	240	1633	1986
194930	23.07	5.55	244	1658	2002
194931	23.52	5.55	244	1674	2013
194932	23.97	5.55	244	1672	2012
194933	24.42	5.55	244	1637	1988
194934	24.88	5.55	248	1584	1952
194935	25.33	5.55	252	1533	1916
194936	25.78	5.55	252	1507	1897
194937	26.23	5.55	251	1475	1873
194938	26.68	5.55	253	1433	1842
194939	27.13	5.55	251	1435	1843
194940	27.58	5.55	255	1383	1802
194941	28.03	5.55	257	1339	1767
194942	28.49	5.55	256	1312	1745
194943	28.94	5.55	257	1280	1718
194944	29.39	5.55	258	1244	1687
194945	29.84	5.55	261	1180	1630
194946	30.29	5.55	266	1089	1544
194947	30.74	5.55	270	1014	1470
194948	31.19	5.55	272	957	1411
194949	31.65	5.55	276	909	1359
194950	32.1	5.55	277	882	1330
194951	32.55	5.55	276	857	1302
194952	33	5.55	275	815	1254
194953	33.45	5.55	273	769	1200
194954	33.9	5.55	273	716	1135
194955	34.35	5.55	270	692	1105
194956	34.8	5.55	231	894	1343
194957	35.26	5.55	224	975	1430
194958	35.71	5.55	255	779	1212
194959	36.16	5.55	276	619	1011
194960	36.61	5.55	225	979	1434
194961	37.06	5.55	253	589	971
194962	37.51	5.55	214	742	1167
194963	37.96	5.55	198	865	1311
194964	38.41	5.55	212	653	1055
194965	38.87	5.55	203	727	1149
194966	39.32	5.55	202	711	1129
194967	39.77	5.55	208	698	1113
194968	40.22	5.55	210	680	1090
194969	40.67	5.55	262	384	675
194970	41.12	5.55	271	346	616
194971	41.57	5.55	266	362	641
194972	42.02	5.55	281	317	569
194973	42.48	5.55	264	378	666
194974	42.93	5.55	274	351	624
194975	43.38	5.55	275	350	622
194976	43.83	5.55	270	352	625
194977	44.28	5.55	287	287	521
194978	44.73	5.55	282	275	501
194979	45.18	5.55	269	288	522
194980	45.63	5.55	275	249	457
194981	46.09	5.55	277	221	409
194982	46.54	5.55	277	196	366
194983	46.99	5.55	275	178	334
194984	47.44	5.55	273	171	322
194985	47.89	5.55	271	166	313
194986	48.34	5.55	264	176	331
195662	-6.83	5.1	259	1561	1936
195663	-6.38	5.1	256	1455	1858
195664	-5.93	5.1	261	1564	1938
195665	-5.48	5.1	266	1679	2016
195671	-2.77	5.1	268	2096	2254
195672	-2.32	5.1	262	1893	2146
195673	-1.87	5.1	256	1624	1980
195674	-1.42	5.1	261	1279	1717
195701	10.75	5.1	234	1971	2190
195702	11.2	5.1	245	1682	2018
195703	11.65	5.1	249	1545	1925
195704	12.1	5.1	248	1521	1907
195705	12.55	5.1	243	1522	1908
195706	13	5.1	240	1526	1911
195707	13.45	5.1	237	1535	1917
195708	13.9	5.1	236	1540	1921
195709	14.35	5.1	231	1508	1898
195710	14.81	5.1	235	1438	1845
195711	15.26	5.1	242	1404	1819
195712	15.71	5.1	250	1427	1837
195713	16.16	5.1	242	1473	1872
195714	16.61	5.1	245	1474	1873
195715	17.06	5.1	236	1511	1900
195716	17.51	5.1	241	1530	1914
195717	17.96	5.1	246	1513	1901
195718	18.41	5.1	253	1487	1882
195719	18.86	5.1	257	1487	1882
195720	19.31	5.1	258	1523	1909
195721	19.77	5.1	255	1577	1947
195722	20.22	5.1	249	1608	1969
195723	20.67	5.1	250	1596	1960
195724	21.12	5.1	248	1579	1949
195725	21.57	5.1	241	1554	1931
195726	22.02	5.1	244	1545	1925
195727	22.47	5.1	247	1612	1971
195728	22.92	5.1	250	1675	2013
195729	23.37	5.1	245	1736	2053
195730	23.82	5.1	243	1769	2073
195731	24.28	5.1	245	1716	2040
195732	24.73	5.1	247	1646	1994
195733	25.18	5.1	250	1589	1956
195734	25.63	5.1	250	1569	1942
195735	26.08	5.1	251	1535	1917
195736	26.53	5.1	250	1506	1896
195737	26.98	5.1	250	1487	1882
195738	27.43	5.1	248	1472	1871
195739	27.88	5.1	248	1439	1846
195740	28.33	5.1	250	1390	1808
195741	28.78	5.1	249	1393	1810
195742	29.24	5.1	249	1392	1810
195743	29.69	5.1	253	1341	1769
195744	30.14	5.1	256	1253	1694
195745	30.59	5.1	261	1144	1596
195746	31.04	5.1	268	1035	1491
195747	31.49	5.1	275	935	1388
195748	31.94	5.1	276	901	1351
195749	32.39	5.1	276	871	1318
195750	32.84	5.1	273	816	1255
195751	33.29	5.1	270	734	1157
195752	33.74	5.1	268	661	1066
195753	34.2	5.1	271	589	971
195754	34.65	5.1	273	553	922
195755	35.1	5.1	274	538	901
195756	35.55	5.1	278	517	872
195757	36	5.1	280	491	835
195758	36.45	5.1	244	649	1050
195759	36.9	5.1	270	424	736
195760	37.35	5.1	222	560	932
195761	37.8	5.1	214	493	838
195762	38.25	5.1	198	591	974
195763	38.71	5.1	211	533	894
195764	39.16	5.1	223	500	848
195765	39.61	5.1	193	674	1082
195766	40.06	5.1	212	599	984
195767	40.51	5.1	216	543	908
195768	40.96	5.1	248	386	678
195769	41.41	5.1	281	284	516
195770	41.86	5.1	287	281	511
195771	42.31	5.1	289	292	529
195772	42.76	5.1	279	335	598
195773	43.21	5.1	278	340	606
195774	43.67	5.1	276	330	590
195775	44.12	5.1	280	294	532
195776	44.57	5.1	286	248	455
195777	45.02	5.1	287	251	461
195778	45.47	5.1	270	280	509
195779	45.92	5.1	279	238	439
195780	46.37	5.1	280	208	387
195781	46.82	5.1	278	195	364
195782	47.27	5.1	275	186	349
195783	47.72	5.1	269	188	352
195784	48.18	5.1	259	204	380
196461	-6.95	4.66	259	1668	2009
196502	11.52	4.66	250	1533	1916
196503	11.97	4.66	245	1524	1909
196504	12.42	4.66	240	1532	1915
196505	12.87	4.66	234	1548	1927
196506	13.32	4.66	236	1549	1927
196507	13.77	4.66	236	1566	1939
196508	14.22	4.66	241	1511	1900
196509	14.67	4.66	240	1412	1825
196510	15.13	4.66	243	1346	1773
196511	15.58	4.66	242	1399	1815
196512	16.03	4.66	250	1474	1873
196513	16.48	4.66	240	1512	1901
196514	16.93	4.66	241	1508	1898
196515	17.38	4.66	242	1500	1892
196516	17.83	4.66	250	1501	1893
196517	18.28	4.66	257	1490	1885
196518	18.73	4.66	252	1537	1919
196519	19.18	4.66	248	1610	1970
196520	19.63	4.66	253	1669	2010
196521	20.08	4.66	254	1679	2016
196522	20.53	4.66	243	1694	2026
196523	20.98	4.66	248	1678	2015
196524	21.43	4.66	246	1675	2013
196525	21.88	4.66	248	1656	2001
196526	22.34	4.66	250	1601	1964
196527	22.79	4.66	252	1668	2009
196528	23.24	4.66	250	1734	2051
196529	23.69	4.66	243	1800	2092
196530	24.14	4.66	247	1746	2059
196531	24.59	4.66	246	1694	2026
